Character,Dialogue,EpisodeNo,SEID,Season
GIULIANI,"It's hard to understand. Because I've been doing everything I normally do. I've been watching my diet very carefully. I exercise regularly. My only indulgence, I guess, would be that I eat a lot of frozen yogurt. But it's non-fat.",7,S05E07,5
JERRY,"Non-fat yogurt? Oh, my god. They got Giuliani and he doesn't even know it.",7,S05E07,5
ELAINE,(pointing to Kramer) Now look what you've done.,7,S05E07,5
JERRY,"Well, we've got to do something. (grabs his phone) I'm calling Giuliani's headquarters.",7,S05E07,5
GEORGE,Name tags! Name tags! What kind of an idiot thinks anybody would be interested in an idea like that.,7,S05E07,5
FRANK,"I don't think it's so bad. People should wear name tags. Everyone would be a lot friendlier. ""Hello, Sam."" ""How are you doing, Joe?"" (George's arm moves and hits the lamp) Hey, your arm. It moved again. I thought you said it went away.",7,S05E07,5
GEORGE,I banged it on the desk in the doctor's office. An (worriedly rubbing his arm) aaaa . . .,7,S05E07,5
ESTELLE,Be quiet. They're starting the press conference.,7,S05E07,5
GIULIANI,"My campaign staff has received some very disturbing information regarding the fat content in yogurt that's being sold throughout the city. I pledge to you now, that if I'm elected mayor, as my first order of business I'll appoint a special task force to investigate this matter. I promise you, my fellow New Yorkers, that Mayor Giuliani will do everything possible to cleanse this city of this falsified non-fat yogurt.",7,S05E07,5
JERRY,"The old yogurt was so much better. Oh, this is terrible.",7,S05E07,5
GEORGE,Phew!,7,S05E07,5
ELAINE,"Oh, it stinks.",7,S05E07,5
KRAMER,"Mine, too. I got one more day.",7,S05E07,5
JERRY,I can't eat this.,7,S05E07,5
NEWMAN,"(from the corner of the Yogurt shop) Hey, Jerry. Thanks a lot. I hope you're happy.",7,S05E07,5
JERRY,"It had fat in it, it's not good for you.",7,S05E07,5
NEWMAN,"I don't care. It was good. I was enjoying it. Had to interfere. Couldn't leave well enough alone. Well, I will get even with you for this. You can count on it.",7,S05E07,5
ELAINE,"Hey, you guys, listen to this. Listen to this. (reading from the newspaper) Apparently some blood spilled into Mr. Giuliani's test tube causing his cholesterol count to be 150 points higher than was initially reported. Ironically, the mishap by bringing the non-fat yogurt scandal to the attention of the public, probably clinched the election for the Republican. It was the one issue which seemed to electrify the voters and swept Giuliani into office.",7,S05E07,5
JERRY,"So, in effect, the yogurt won him the election.",7,S05E07,5
ELAINE,I wonder what actually happened in that lab.,7,S05E07,5
KRAMER,"Yeah, me, too.",7,S05E07,5
NEWMAN,I can't eat this.,7,S05E07,5
MATTHEW,"(hits Jerry to get his attention) Thanks for ruining my daddy's business, you fat *beep*(fuck).",7,S05E07,5
JERRY,"The old-fashioned barber shop is unfortunately becoming a thing of the past, now what went wrong? Well first of all there's a twenty thousand dollar chair to make a three dollar tip. I say cut back on the chair, update the magazines. Why do barbers always display that license? There's no laws in hair cutting, except show every person the back of their head that's the one law. I don't want to see the back of my head. Why do I want to see something that I'm never going to see at any other time? When I buy pants two salesmen don't lift me up by the legs and go ""how do you like crotch?"" If I wanted to see everything I would have been a fly.",8,S05E08,5
MR. TUTTLE,Well George we here at Sanalac like to think of ourselves as a fairly progressive company. We have a small but prestigious group of clients.,8,S05E08,5
GEORGE,Well a lot of people consider me small and prestigious.,8,S05E08,5
MR. TUTTLE,"That's funny George. You're very quick. I feel like I, like I don't have to explain every little thing to you. You understand everything immediately.",8,S05E08,5
GEORGE,I enjoy understanding.,8,S05E08,5
MR. TUTTLE,I want you to have this job. Of course...,8,S05E08,5
SECRETARY,Mr. Zimmer is on line 2.,8,S05E08,5
MR. TUTTLE,"Thanks. I've got to take this call. Listen, I'm really glad that you came in.",8,S05E08,5
GEORGE,I want you to have this job. Of course...,8,S05E08,5
JERRY & ELAINE,Yeah?,8,S05E08,5
GEORGE,That's it.,8,S05E08,5
JERRY,What do you mean that's it?,8,S05E08,5
GEORGE,"He never finished the sentence. He got a call, that was the end of the interview.",8,S05E08,5
JERRY,"""Of course"" was the last thing he said?",8,S05E08,5
GEORGE,"Maybe he was going to say ""Of course I have to check with my associates.""",8,S05E08,5
ELAINE,"""I want you to have this job, of course the Board of Directors is under indictment and will be serving time.""",8,S05E08,5
JERRY,"""I want you to have this job, of course sodomy is a prerequisite.""",8,S05E08,5
GEORGE,All right.,8,S05E08,5
ELAINE,Why don't you go ahead and call him?,8,S05E08,5
GEORGE,Because he made a big deal about how I understand everything immediately. That's what impressed him.,8,S05E08,5
JERRY,"So if you call and ask if you have the job, you might lose the job.",8,S05E08,5
GEORGE,And if I don't call...,8,S05E08,5
JERRY,"You might have the job, but you'll never know it. What kind of company is it?",8,S05E08,5
GEORGE,Rest stop supply.,8,S05E08,5
ELAINE & JERRY,Oh.,8,S05E08,5
ELAINE,Good for you.,8,S05E08,5
KRAMER,"Yeah, yeah, yeah.",8,S05E08,5
GEORGE,Hey,8,S05E08,5
JERRY,Hey,8,S05E08,5
KRAMER,Hey.,8,S05E08,5
JERRY,Shower?,8,S05E08,5
KRAMER,Haircut.,8,S05E08,5
JERRY,Oh.,8,S05E08,5
KRAMER,I'm very happy with this.,8,S05E08,5
JERRY,Who'd you use? Gino?,8,S05E08,5
KRAMER,Oh course. I wouldn't let that other butcher cut my hair.,8,S05E08,5
ELAINE,What butcher?,8,S05E08,5
KRAMER,The uncle Enzo. That's the guy Jerry uses.,8,S05E08,5
JERRY,Well I've been going with him for 12 years. I can't switch. I'd hurt his feelings.,8,S05E08,5
ELAINE,You never get good haircuts.,8,S05E08,5
KRAMER,You can get a good one today. It's Enzo's day off. Gino's there all by himself.,8,S05E08,5
JERRY,Really?,8,S05E08,5
ELAINE,"Yeah. You know what, you should go over there and get one to look good for my bachelor auction.",8,S05E08,5
KRAMER,What bachelor auction?,8,S05E08,5
ELAINE,Oh it's a thing where they auction off dates with bachelors for charity.,8,S05E08,5
KRAMER,And you didn't ask me to do it? I could raise enough money to cure polio.,8,S05E08,5
JERRY,I believe they've had a cure for polio for quite some time.,8,S05E08,5
KRAMER,Polio?,8,S05E08,5
ELAINE,Will you go ahead? You need a haircut.,8,S05E08,5
JERRY,Okay.,8,S05E08,5
KRAMER,What are you all dressed up for?,8,S05E08,5
GEORGE,I had a job interview.,8,S05E08,5
KRAMER,Yeah. How'd it go?,8,S05E08,5
GEORGE,Good. Of course...,8,S05E08,5
ENZO,Oh Jerry.,8,S05E08,5
JERRY,Oh hi Enzo.,8,S05E08,5
ENZO,"Oh, you've come for the haircut.",8,S05E08,5
JERRY,"No, actually I was just gonna...",8,S05E08,5
ENZO,"It's my day off, but I take care of you anyway because you're my favorite customer. You've been with me for so long. You're so loyal.",8,S05E08,5
JERRY,"Well I, if it's your day off I really... (tries to leave)",8,S05E08,5
ENZO,"(He pulls Jerry into the barber chair. Jerry is trying to get away but can't.) Eh, what's the difference. It takes 10 minutes. Jerry, today I'm going to do something special for you.",8,S05E08,5
JERRY,Well I don't want to take too much off.,8,S05E08,5
ENZO,"Hey who's your barber, eh? You tell the joke, I cut the hair.",8,S05E08,5
MAN,"Gino, you've outdone yourself this time. This is the best haircut I've ever had.",8,S05E08,5
GEORGE,He massacred you.,8,S05E08,5
JERRY,I know.,8,S05E08,5
GEORGE,You look like you're five years old.,8,S05E08,5
JERRY,What if I shampoo? Sometimes a shampoo helps.,8,S05E08,5
GEORGE,You've got to start seeing someone else. Get out of this relationship.,8,S05E08,5
JERRY,I can't. He loves me. He says I'm his most loyal customer. Plus he's right there on the corner. I'd have to pass him every day when I go by.,8,S05E08,5
GEORGE,"Well, you gotta do it.",8,S05E08,5
JERRY,"I can't, I can't. I'd break his heart.",8,S05E08,5
KRAMER,No way my Gino did that. It's an Enzo.,8,S05E08,5
JERRY,He was in the shop. I thought you told me he wasn't going to be there.,8,S05E08,5
KRAMER,So what?,8,S05E08,5
JERRY,I didn't want to hurt his feelings.,8,S05E08,5
KRAMER,His feelings? You can't continue seeing him. You're destroying yourself.,8,S05E08,5
JERRY,Yea but...,8,S05E08,5
KRAMER,I'm not going to let you. If you don't call him I will.,8,S05E08,5
JERRY,"No, no Kramer. I don't want you to do that. You can't do that.",8,S05E08,5
KRAMER,"I'm going to call Gino, you're going to see him, and we're going to get that haircut fixed up.",8,S05E08,5
JERRY,I don't want you to call him.,8,S05E08,5
KRAMER,"All right, geez. You're crazy.",8,S05E08,5
GEORGE,So I still haven't heard about that job.,8,S05E08,5
JERRY,Yeah that's a tough one. What are you going to do about that?,8,S05E08,5
GEORGE,I have an idea.,8,S05E08,5
JERRY,Yeah?,8,S05E08,5
GEORGE,I show up.,8,S05E08,5
JERRY,What do you mean you show up?,8,S05E08,5
GEORGE,"I show up. I pretend I have the job. The guy's on vacation. If I have the job, it's fine. If I don't have the job, by the time he comes back, I'm ensconced.",8,S05E08,5
JERRY,Hmm. Not bad.,8,S05E08,5
GEORGE,What's the worst thing that could happen?,8,S05E08,5
JERRY,"Well, you'd be embarrassed and humiliated in front of a large group of people and have to walk out in shame with your tail between your legs.",8,S05E08,5
GEORGE,"Yeah, so?",8,S05E08,5
JERRY,"Yeah, I see what you mean. I forgot who I was dealing with here.",8,S05E08,5
GEORGE,(to various people as he walks in) Good morning. Good morning. Good morning. Hi nice to see you. How are you. Good morning. (to the secretary) Good morning.,8,S05E08,5
SECRETARY,How can I help you?,8,S05E08,5
GEORGE,The name's George Constanza. I'm starting work here today. I was wondering if you could tell me where my office is.,8,S05E08,5
SECRETARY,"I wasn't aware that, uh, Mike, this is George Constanza. He's starting here today.",8,S05E08,5
MIKE,Welcome aboard.,8,S05E08,5
GEORGE,Thanks Mike. Nice to be aboard.,8,S05E08,5
MIKE,I wasn't aware that Mr. Tuttle was finished interviewing.,8,S05E08,5
GEORGE,"Oh, well, he was probably just getting anxious to start his vacation.",8,S05E08,5
SECRETARY,He wants to know where his office is.,8,S05E08,5
MIKE,"Oh, ah, let's see, we've got two. There's a big one down the hall there and a small one over here. You know I should ask Jack.",8,S05E08,5
GEORGE,Oh leave Jack alone. Jack's got enough problems. I'll just take the small office.,8,S05E08,5
MIKE,Really?,8,S05E08,5
GEORGE,"Yes. I like to feel cozy. I have a very small apartment. I like to feel tucked in, nestled in. Love to be nestled.",8,S05E08,5
MIKE,"All right, it's 808 right down there. Meanwhile, I'll get you the Pensky file, you can start working on that.",8,S05E08,5
GEORGE,"Yes, yes of course. The Pensky file. Ho ho, can't wait to sink my teeth into that. Wow that Pensky. Well we'll straighten him out.",8,S05E08,5
(Camera shot at the clock on his wall. The clock says 9,00.),8,S05E08,5
"(A moment later, the clock flips to 5",00.),8,S05E08,5
JERRY,So what did you do there all day?,8,S05E08,5
GEORGE,They gave me the Pensky file.,8,S05E08,5
JERRY,So it's a nice place to work?,8,S05E08,5
GEORGE,You know I'm enjoying it very much. I think my coworkers are really taking to me.,8,S05E08,5
GEORGE,"(continuing) I feel like a family. In fact, yesterday was Grace's birthday. She's such a sweet woman so, we had a little party, with cake and champagne. I made a toast.",8,S05E08,5
JERRY,What about your boss? The guys you interviewed you?,8,S05E08,5
GEORGE,He'll be back on Monday.,8,S05E08,5
JERRY,Hi.,8,S05E08,5
ELAINE,Hi. How come you're wearing a hat?,8,S05E08,5
JERRY,I got a haircut.,8,S05E08,5
ELAINE,Oh yeah? Can I see it?,8,S05E08,5
JERRY,Oh there's nothing to see.,8,S05E08,5
ELAINE,Come on. Let me see it.,8,S05E08,5
JERRY,Forget it.,8,S05E08,5
ELAINE,Come on.,8,S05E08,5
JERRY,All right.,8,S05E08,5
JERRY,"Alright, that's very good. Thank you.",8,S05E08,5
ELAINE,"(still laughing, tears in her eyes) I'm sorry. I'm so sorry.",8,S05E08,5
JERRY,"Well I'll tell you this, you can forget about me going to that bachelor auction.",8,S05E08,5
ELAINE,"What? No Jerry, you have to go.",8,S05E08,5
GEORGE,"You know Elaine, I'd do it but I'm working that day.",8,S05E08,5
ELAINE,"(dryly) Yeah, too bad.",8,S05E08,5
KRAMER,It the worst haircut Jerry's ever had. You gotta fix it.,8,S05E08,5
GINO,"Sure, I fix. But you gotta make sure you no tell anybody. He's a little crazy. I don't know what he'd do if he found out I touch Jerry's hair.",8,S05E08,5
KRAMER,Yeah yeah yeah.,8,S05E08,5
GINO,(Enzo enters) So I love the Edward Scissorhands. That's the best movie I've ever seen.,8,S05E08,5
ENZO,"Oh ah, again with the Edward Scissorhand. How can you have hand like a scissor, huh? Show me one person who's got hand like a scissor.",8,S05E08,5
GINO,"Hey, it's a beautiful dream. I'd love to be this man.",8,S05E08,5
ENZO,Did you ever think about what you're going to do on the toilet? (yelling) What are you going to do on the toilet?,8,S05E08,5
KRAMER,I'd like to have shoehorn hands.,8,S05E08,5
KRAMER,Hey.,8,S05E08,5
JERRY,Hey,8,S05E08,5
KRAMER,"Okay listen to me. I talked to Gino, he's going to fix the haircut.",8,S05E08,5
ELAINE,"Oh great, then you can go to the bachelor auction.",8,S05E08,5
JERRY,"Yeah, but how am I...",8,S05E08,5
KRAMER,"No buts. His apartment tonight, Eight o'clock.",8,S05E08,5
ELAINE,Can he fix it?,8,S05E08,5
KRAMER,I don't know.,8,S05E08,5
GINO,"Boy, you've got a beautiful head of hair.",8,S05E08,5
JERRY,Oh. thank you.,8,S05E08,5
GINO,"I bet uncle Enzo, he tell you that all the time.",8,S05E08,5
JERRY,Well actually Enzo hasn't said that to me in a while.,8,S05E08,5
GINO,I don't think Uncle Enzo realize what a lucky barber he is.,8,S05E08,5
JERRY,That's nice of you to say.,8,S05E08,5
GINO,Just a second. (answering buzzer) Yes.,8,S05E08,5
ENZO,(over the speaker) It's your uncle Enzo.,8,S05E08,5
GINO,It's Uncle Enzo. Go in there. I'll clean up.,8,S05E08,5
GINO,"Uncle Enzo, what are you doing here?",8,S05E08,5
ENZO,I've come to apologize.,8,S05E08,5
GINO,Apologize?,8,S05E08,5
ENZO,"Yea. I rented the move Edward Scissorhands. That Johnny Depp, he make me cry.",8,S05E08,5
GINO,He make me cry too. You want something to drink?,8,S05E08,5
ENZO,"Hey, what's all of this?",8,S05E08,5
GINO,Nothing. It's just hair.,8,S05E08,5
ENZO,You do haircut in the apartment?,8,S05E08,5
GINO,No. Pizza man was here. Maybe some fall off. He's going bald.,8,S05E08,5
ENZO,It looks very familiar.,8,S05E08,5
JERRY,In the one minute he worked on me I could tell he was really good.,8,S05E08,5
KRAMER,"Yeah. Slow, gentle, attentive.",8,S05E08,5
JERRY,Yeah.,8,S05E08,5
KRAMER,I told you he could do it.,8,S05E08,5
JERRY,Enzo picked up one of my hairs off the floor.,8,S05E08,5
KRAMER,"Yeah, so?",8,S05E08,5
JERRY,I think he knew.,8,S05E08,5
KRAMER,No. He doesn't know.,8,S05E08,5
JERRY,Who do you know? He knows my hair.,8,S05E08,5
KRAMER,Listen you're just imagining things. He doesn't know a thing. Now come on. Pull yourself together.,8,S05E08,5
JERRY,"Okay, okay.",8,S05E08,5
ELAINE,What happened? It looks the same.,8,S05E08,5
JERRY,He didn't get to finish it. His uncle came in. We almost got caught.,8,S05E08,5
ELAINE,"Jerry, the auction is in a few hours.",8,S05E08,5
JERRY,Take the K-man.,8,S05E08,5
ELAINE,You can still go.,8,S05E08,5
KRAMER,What are you kidding? Look at him. He's grotesque.,8,S05E08,5
ELAINE,You think?,8,S05E08,5
KRAMER,Do I think? He's repugnant.,8,S05E08,5
ELAINE,What would you wear?,8,S05E08,5
KRAMER,Whatever it takes.,8,S05E08,5
ENZO,"See, now Newman is a good customer.",8,S05E08,5
NEWMAN,Once I find a barber I stick with him. I almost went to barber school. I always felt I had a talent for it.,8,S05E08,5
ENZO,"Oh, not everybody like Newman, so loyal.",8,S05E08,5
NEWMAN,"Yeah, just the way that I was raised. I'm special.",8,S05E08,5
ENZO,"You know I don't mind if somebody's funny, but I no like the funny business.",8,S05E08,5
GINO,I'm going to go out for a little bit. I'll be right back.,8,S05E08,5
ENZO,Take your time. (Gino leaves) You happy with the haircut?,8,S05E08,5
NEWMAN,It's okay. A little crooked.,8,S05E08,5
ENZO,How'd you like to have free haircut for six months.,8,S05E08,5
NEWMAN,What's the catch?,8,S05E08,5
ENZO,You're going to get me a sample of Jerry's hair.,8,S05E08,5
NEWMAN,"Hmm, that job sounds like it might be worth a year's free haircuts. And a comb.",8,S05E08,5
SECRETARY,"(over the speaker) Mr. Costanza, Mr. Pensky is here to see you.",8,S05E08,5
GEORGE,Mr. Pensky? Of the Pensky file?,8,S05E08,5
PENSKY,Costanza? Arthur Pensky.,8,S05E08,5
GEORGE,Mr. Pensky. I was just working on your file. I was transferring the contents of the file into this flexible accordion-style folder.,8,S05E08,5
PENSKY,Where's Tuttle?,8,S05E08,5
GEORGE,He's on vacation.,8,S05E08,5
PENSKY,He was on vacation the last time I dropped by. Give me my file. (looks through the file) Looks like you put a lot of work into this.,8,S05E08,5
GEORGE,Well you know in college they used to call me the little bulldog.,8,S05E08,5
PENSKY,"Hey, you are Pensky material. Would you ever consider coming to work directly for me?",8,S05E08,5
GEORGE,Really?,8,S05E08,5
PENSKY,You are aware...,8,S05E08,5
SECRETARY,(over the speaker) Mr. Castanza?,8,S05E08,5
GEORGE,Not now Florice.,8,S05E08,5
SECRETARY,(speaker) I thought Mr. Pensky should know they're towing his car.,8,S05E08,5
PENSKY,Damn this city.,8,S05E08,5
GEORGE,I am aware. I am aware.,8,S05E08,5
GINO,He knows. He knows about us.,8,S05E08,5
JERRY,How do you know?,8,S05E08,5
GINO,"Because I know. He's crazy. All morning, he looking at the hair. He staring at the hair.",8,S05E08,5
JERRY,Who is it?,8,S05E08,5
NEWMAN,It's Newman.,8,S05E08,5
GINO,He was in the shop with Enzo. He can't see me here.,8,S05E08,5
JERRY,"All right, go in the bedroom. Open the window. You can go out the fire escape.",8,S05E08,5
JERRY,What do you want?,8,S05E08,5
NEWMAN,(dancing) Can I use your bathroom?,8,S05E08,5
JERRY,What's wrong with yours?,8,S05E08,5
NEWMAN,My toilet's clogged.,8,S05E08,5
JERRY,You can't unclog it?,8,S05E08,5
NEWMAN,No.,8,S05E08,5
JERRY,Did you ask Kramer?,8,S05E08,5
NEWMAN,He's out.,8,S05E08,5
JERRY,Number one?,8,S05E08,5
NEWMAN,"Yes, yes. May I go? Cause I gotta go very badly.",8,S05E08,5
JERRY,All right. Flush twice.,8,S05E08,5
NEWMAN,(thinking to himself; checks a comb) No. (checks a brush) Jackpot. I don't believe this. There's no hair in this thing. I've never seen a person that didn't have at least one hair in a brush.,8,S05E08,5
JERRY,All right?,8,S05E08,5
NEWMAN,"Yeah, yeah.",8,S05E08,5
JERRY,"All right, I'll see you later.",8,S05E08,5
NEWMAN,What are you doing?,8,S05E08,5
JERRY,I'm watching Edward Scissorhands.,8,S05E08,5
NEWMAN,"Oh, can I watch a little? Cuz it's my favorite movie.",8,S05E08,5
JERRY,Yeah all right.,8,S05E08,5
JERRY,You want something to drink?,8,S05E08,5
NEWMAN,No. No.,8,S05E08,5
JERRY,"If you want to watch, sit down. You're making me nervous. I tell you this Scissorhands is a hell of a barber.",8,S05E08,5
NEWMAN,"Gotta go. Oh gee, I dropped a nickel (reaches down and picks up the hair.)",8,S05E08,5
ENZO,Did you get it? (comparing the hairs) Oh you done good Newman.,8,S05E08,5
NEWMAN,It was a cinch. Where are you going?,8,S05E08,5
ENZO,Io volgio vandetta.,8,S05E08,5
ELAINE,"Nine hundred. Do I hear a thousand? Ladies, he is a Harvard graduate.",8,S05E08,5
WOMAN,A thousand.,8,S05E08,5
ELAINE,"A thousand. Okay, a thousand once, a thousand twice, a thousand three times, sold to the lucky lady in the third row. Congratulations, thank you so much.",8,S05E08,5
ELAINE,"Okay next bachelor is number, um 124 on your program. He's uh, he's a high school graduate.",8,S05E08,5
KRAMER,Equivalency.,8,S05E08,5
ELAINE,"Oh, uh equivalency. A high school equivalency program graduate. (Kramer dances up and down the stage) He's uh, self-employed. He's... I don't know, six foot three, 190 pounds, he likes, uh... fruit, and he just got uh, a haircut.",8,S05E08,5
ELAINE,"Oh, Kramer. Okay uh, why don't we start the bidding. Do I hear, um, five bucks?",8,S05E08,5
JERRY,"I don't get this Scissorhands. What, is he supposed to be like a super hero, like Green Lantern or somebody? What's with this guy? (Gino looks at him annoyed) Just asking.",8,S05E08,5
JERRY,Who is it?,8,S05E08,5
ENZO,(yelling) Enzo Manginero.,8,S05E08,5
JERRY,"Oh my god, he knows. (Jerry and Gino scrambling) Go. (yelling to the door) One second.",8,S05E08,5
ENZO,It was you that was in Gino's apartment the other night.,8,S05E08,5
JERRY,No I wasn't there. (enters and slams the door),8,S05E08,5
ENZO,Don't lie. I know it was you. I get a sample of your hair. I match them up.,8,S05E08,5
JERRY,"Sample? (under his breath) Newman. Uh, I was there but I was just dropping off a book.",8,S05E08,5
GINO,Don't Jerry.,8,S05E08,5
ENZO,"So, it's true.",8,S05E08,5
GINO,Yes it's true.,8,S05E08,5
ENZO,I'm going to kill the both of you.,8,S05E08,5
GEORGE,"Mr. Tuttle, you're back.",8,S05E08,5
TUTTLE,"George, I'm surprised to see you here.",8,S05E08,5
GEORGE,You are?,8,S05E08,5
TUTTLE,I thought you would have taken the large office.,8,S05E08,5
GEORGE,Oh. Really.,8,S05E08,5
TUTTLE,I guess I didn't make that clear when I hired you. So where's that Pensky file? Let's see what you've been up to all week.,8,S05E08,5
GEORGE,"Ah, here it is.",8,S05E08,5
TUTTLE,(pages through the file) What have you been doing all week?,8,S05E08,5
GEORGE,Well you missed a lovely little party that we had for Grace.,8,S05E08,5
TUTTLE,You haven't done anything with this.,8,S05E08,5
GEORGE,Well bear in mind that I am in the smaller office.,8,S05E08,5
TUTTLE,I'm beginning to wonder if you understand anything.,8,S05E08,5
GEORGE,You are aware that Pensky is interested in me.,8,S05E08,5
TUTTLE,(scoffs) You're not Pensky material.,8,S05E08,5
GEORGE,"(chuckles) Really? Well, we'll just see about that. Ta-ta, Tut-tle.",8,S05E08,5
PENSKY,"Gee George, I'm sorry I gave you the wrong impression. What is was going to say was, now you are aware that our Board of Directors has been indicted, myself included, and we're prohibited from doing business until the investigation is completed. So obviously, we would have no use for you.",8,S05E08,5
GEORGE,Obviously.,8,S05E08,5
PENSKY,Yes.,8,S05E08,5
SECRETARY,"(over the speaker) Excuse me, but Mr. Costanza's car is being towed.",8,S05E08,5
KRAMER,(on the phone in Jerry's apartment) So when are you gonna be able to go out?,8,S05E08,5
NEWMAN,(on the phone in his apartment with a Bald head) Not for a while.,8,S05E08,5
[Setting,Night club],9,S05E09,5
JERRY,"If there's a serial killer lose in your neighborhood, it seems like the safest thing is to be the neighbor. They never kill the neighbor. The neighbor always survives to do the interview afterwards. Right? ""Oh, he was kind of quiet."" I love these neighbors. They're never disturbed by the sounds of murdering, just stereo. Chain saws, people screaming, fine. Just keep the music down. And all these women who always fall in love with the serial killer. They write to him in prison. Here's a woman that's hard to disappoint. I guess she's only upset when she finds out he's stopped killing people and she goes ""You know sometimes I feel like I don't even know who you are anymore"".",9,S05E09,5
[setting,Elaine's office and Jerry's apartment],9,S05E09,5
JERRY,No eight years isn't such a long streak.,9,S05E09,5
ELAINE,It isn't?,9,S05E09,5
JERRY,No I haven't vomited in thirteen years.,9,S05E09,5
ELAINE,Get out!,9,S05E09,5
JERRY,"Not since June 29, 1980.",9,S05E09,5
ELAINE,You remember the date?,9,S05E09,5
JERRY,"Yes, because my previous vomit was also June 29th... 1972. That's why during the '80 vomit, I was yelling to George ""Can you believe it? I'm vomiting on June 29th again.""",9,S05E09,5
ELAINE,"Boy, you know when Joel told me he hadn't thrown up in eight years, I was wondering if he was normal.",9,S05E09,5
JERRY,No Elaine he's normal. Your boyfriend is a normal guy. He just happens to have the same name as one of the worst serial killers in the history of New-York.,9,S05E09,5
ELAINE,"Yeah... (2 co-workers enter Elaine's office) Oh Jer, I gotta go. I gotta go. (she hangs up)",9,S05E09,5
JOANNE,"Hi, we just saw your boyfriend at a bus stop.",9,S05E09,5
ELAINE,"Oh, yeah?",9,S05E09,5
JOANNE,Yeah. What's his name?,9,S05E09,5
ELAINE,Joel...,9,S05E09,5
JOANNE,Joel what?,9,S05E09,5
ELAINE,Uh... (clears her throat) Rifkin.,9,S05E09,5
MICHAEL,Rifkin? Joel Rifkin?,9,S05E09,5
ELAINE,Yeah. It's just a coincidence obviously.,9,S05E09,5
MICHAEL,Guess you better keep on his good side.,9,S05E09,5
ELAINE,Very funny. That's very funny.,9,S05E09,5
JOANNE,I wouldn't sleep with my back to him if I were you.,9,S05E09,5
ELAINE,All right. Well that's enough of that. That's enough.,9,S05E09,5
MICHAEL,Hey Elaine listen. If you smell anything decaying in the trunk of his car...,9,S05E09,5
ELAINE,"(she's upset, gets up and yells) OK look this is my boyfriend we're talking about OK? And he's a gentlemen, he's good looking, he's a good shaver and he hasn't thrown up in eigth years so just shut up about him! Shut up!",9,S05E09,5
[setting,Jerry's],9,S05E09,5
ELAINE,"The whole city is talking about this monster Joel Rifkin, and I am dating a Joel Rifkin.",9,S05E09,5
JERRY,But you like your Joel Rifkin.,9,S05E09,5
ELAINE,Yeah. I just wish he has a different name.,9,S05E09,5
JERRY,Ask him to change it.,9,S05E09,5
ELAINE,You can't ask a person to change their name.,9,S05E09,5
JERRY,Why not?,9,S05E09,5
ELAINE,Would you change yours?,9,S05E09,5
JERRY,If someone asked me nicely. I'm Claude Seinfeld.,9,S05E09,5
ELAINE,"Hey, how many people did Rifkin strangle? Eighteen?",9,S05E09,5
JERRY,Yeah. Eighteen strangles.,9,S05E09,5
KRAMER,You know why Rifkin was a serial killer? Because he was adopted. (saying it as he's taking a lot of paper towels from Jerry's roll; Elaine and Jerry are confused at Kramer's statement) Just like Son of Sam was adopted. So apparently adoption leads to serial killing. (Kramer leaves and we don't know why he needed so much paper towels),9,S05E09,5
ELAINE,You know Joel and I have an extra ticket to the Giants game.,9,S05E09,5
KRAMER,I'll go.,9,S05E09,5
ELAINE,O.K. I'll leave the ticket for you at will call.,9,S05E09,5
KRAMER,Yeah! Ooh! (leaves again),9,S05E09,5
ELAINE,You think I should have asked George?,9,S05E09,5
JERRY,Hey did you hear that George got back with Karen?,9,S05E09,5
ELAINE,Karen?,9,S05E09,5
JERRY,"Risotto. (we see a flashback from The Mango where Karen tells George that she feels full after a Risotto, as opposed to when she has sex with him)",9,S05E09,5
ELAINE,Oh! The Risotto broad.,9,S05E09,5
JERRY,Yeah. He's really got a good thing with her. In fact I'm doubling with them tonight.,9,S05E09,5
ELAINE,I tought you didn't like double dates.,9,S05E09,5
JERRY,"George likes them, he feels it's a good personality showcase. He likes a date to see him with a friend so she can get a window into his nondate personality.",9,S05E09,5
ELAINE,I've looked through that window and screamed at him to shut the blinds.,9,S05E09,5
JERRY,"He feels he's funnier, more relaxed.",9,S05E09,5
ELAINE,And you're taking...,9,S05E09,5
JERRY,Jody the masseuse.,9,S05E09,5
ELAINE,"Hey, did you get a massage yet?",9,S05E09,5
JERRY,No! How many times do I have to go out with her before I get a massage?,9,S05E09,5
ELAINE,"Jerry, she gives massages all day. She doesn't wanna to give them on dates.",9,S05E09,5
JERRY,Yeah I know... She just wants to have sex.,9,S05E09,5
ELAINE,So what?,9,S05E09,5
JERRY,"So it's like going to Idhao and eating carrots. I like carrots, but I'm in Idhao, I want a potato.",9,S05E09,5
[setting,The Chinese restaurant (the same as in 'The Chinese Restaurant')],9,S05E09,5
GEORGE,"(George is telling a story. Karen is laughing and she seems to be the only one to find him funny) So I go into this clothing store and the saleswoman is wearing this (whistling) low cut thing. So I said to her ""Can I ask you a question? When you put on a top like that, what's your tought process? What's going on in your mind?""",9,S05E09,5
KAREN,That is so funny.,9,S05E09,5
GEORGE,(to Jody) You're listening to this?,9,S05E09,5
JODI,Yeah. I heard you.,9,S05E09,5
JERRY,(to Jody) My neck is killing me. Right in this spot. Very tender over here.,9,S05E09,5
JODI,(to George) So what did she say?,9,S05E09,5
